userName,score,at,content,sentimen
evan evan,1,2024-01-26 07:05:05,Saya ingat nomer telpon akun dana saya dan juga pin nya lalu masih aja di minta otp pada akun nya padahal akun dana nya belum aku login nin tapi di contoh nya kode otp itu ada di pesan akun dana nya makin kesini makin buruk peformanya,NEGATIVE
Widhi Pratama,5,2024-01-26 07:04:46,Apakah qiris dana hanya bisa di pake untuk dana saja?tidak bisa untk menerima pembyaran yg laen,NEGATIVE
Aldi Yatim,5,2024-01-26 07:04:05,Oke,NEGATIVE
ASw So,5,2024-01-26 07:03:59,bagus,POSITIVE
Muh Ichsan Judda,1,2024-01-26 07:02:56,"Tolong dibantu login, kok minta verifikasi perangkat . Duit saya mau pakai tidak bisa transaksi",NEGATIVE
Mul Yoto,5,2024-01-26 07:01:40,senangnya simpen uang di BRI melalui dana kirimnya pun gratis,NEUTRAL
afif 00,4,2024-01-26 07:01:08,Bagus,POSITIVE
Van Takang,1,2024-01-26 07:00:11,Aku mohon sama semua pengguna aplikasi dana. Jangan pernah download aplikasi penipu seperti ini.saldo dimakan sama para admin2 yang tidak bertanggung jawab. Akun saya tiba2 di proteksi dan tidak bisa dibuka serta didalamnya ada saldo saya 620rbu. Udah nelvon call centar dan chat diana juga tidak ada jawaban. Semoga aplikasi ini cepat di blokir oleh kominfo.,NEGATIVE
Rika amalia,1,2024-01-26 07:00:02,Aplikasi yg tidak berguna. Untuk yg lain pengguna dana hati hati uang kalian takut sama yg seperti saya alami. Uang di aplikasi dana ini tiba tiba menghilang akun saya di bajak oleh pihak dana,NEGATIVE
Shintia Shintia,5,2024-01-26 06:59:29,Sangat memuaskan,POSITIVE
Muhammad Raihan Noor,1,2024-01-26 06:58:33,Dana sekarang ribet gak kayak dulu. Mau tf dana tap haris ke premium. Giliran saya scan KTP malah gak bisa. Tolong diperbaiki,NEGATIVE
Amin Bangsawan,5,2024-01-26 06:56:57,terbaik,POSITIVE
Denny A.H.,5,2024-01-26 06:55:23,bagus berguna banget,POSITIVE
Khaerudin Khaerudin,4,2024-01-26 06:53:26,Bagus,POSITIVE
SYABRINA NINA,5,2024-01-26 06:52:17,sangat baik buat transaksi,POSITIVE
Ajay,5,2024-01-26 06:51:36,Ok,POSITIVE
Wakhiatul Khasanah,1,2024-01-26 06:50:57,"Susah banget mau update dana premium. pasti selalu gagal, mohon dipermudah dong, saya perlu untuk transfer",NEGATIVE
Risto Risyanto,5,2024-01-26 06:50:54,ok msh biar bintang yg mewakili,NEGATIVE
Bambang Irawan,5,2024-01-26 06:48:16,terbaik,POSITIVE
Aulia Nur A,5,2024-01-26 06:47:43,bagus banget suka aku,POSITIVE
Indra,1,2024-01-26 06:46:31,Udah tiga kali topup gak masuk masuk,NEGATIVE
Indra Nugraha,4,2024-01-26 06:46:08,baik,POSITIVE
Denie Herlianoor,5,2024-01-26 06:42:30,sangat membantu sekali,POSITIVE
SANGGUL MANALU,5,2024-01-26 06:42:08,"🙋Hay KK DIANA🙏,, BANTU SAYA DONK🙏 MENGELOLA BISNIS KERJA ONLINE SAYA,, TERIMA KASIH KERABAT SOBAT DANA ,,SMOGA MEMBANTU DIKALANGAN PENGGUNA FORM DANA 😅,,& SEHAT2 SMUA 🙏",NEUTRAL
Dim dim Sudirman,5,2024-01-26 06:40:29,mantap,POSITIVE
Yuliawati,5,2024-01-26 06:40:23,Wahh bagus banget,POSITIVE
Abdul Jois,4,2024-01-26 06:38:38,bagus sekali,POSITIVE
Kalera,5,2024-01-26 06:37:48,emang bagus dana ini,POSITIVE
haikal fabrian,5,2024-01-26 06:37:16,sangat puas,POSITIVE
Malik maulana,5,2024-01-26 06:33:48,Aplikasi yg baik,POSITIVE
Sujarwo Sujarwo,5,2024-01-26 06:33:26,Luar biasa,POSITIVE
Sippo Group,5,2024-01-26 06:32:56,ok,NEGATIVE
Yanto Abdul Rohman,5,2024-01-26 06:31:55,Good,POSITIVE
SASONGKO SASONGKO,5,2024-01-26 06:29:50,ok,NEGATIVE
Aldian angsory A'al,1,2024-01-26 06:29:06,"sering tidak bisa transaksi, error'!!",NEGATIVE
DavidCod Karawang,1,2024-01-26 06:25:01,"Respon customer carenya slow respon, dana sy tidak bisa log in minta verifikasi di notif dana sedangkan posisi Dana aja blm log in, biasanya verifikasi otp lewat SMS ini kok lewat dana, anehhh, sudah email ke customer care dana slow respon",NEGATIVE
Muhammad Ma'ruf,1,2024-01-26 06:24:57,baik,POSITIVE
Muhammad Naufal,1,2024-01-26 06:24:23,"Tolong di perbaiki untuk berbagai aspek, sebelumnya transfer uang lama sekali masuknya, sekarang mau login aja lama juga.",NEGATIVE
hen p,1,2024-01-26 06:23:35,"3 kali transfer dana tidak masuk tapi tertulis sukses dan uang hilang, sudah berikan banyak bukti padahal",NEUTRAL
Tuan Muda,5,2024-01-26 06:22:48,bagus,POSITIVE
Sitiholfah Eva,1,2024-01-26 06:22:36,"Sudah 3 kali akun dana saya diretas dan dari pihak dana tidak bisa mengembalikan uang saya total ada 1 juta lebih. Saya harap untuk pengguna baru harap berhati hati, karena pihak dana tidak dapat bertanggung jawab untuk kerugian ini, saya sarankan jangan pernah download dana dari pada kalian menyesal seperti saya",NEGATIVE
Imas Hasanah,5,2024-01-26 06:22:08,membantu banget,POSITIVE
Restu Samudra,1,2024-01-26 06:21:32,Transaksi setiap hari.. Gak pernah dapat casbak ataw pun bonus apapun,NEUTRAL
Rivanny dicka Febriana,4,2024-01-26 06:19:31,Pertu,NEGATIVE
Zulkifly My,1,2024-01-26 06:18:27,"Udh berkuang 15k malah ga masuk kuotanya, saya beli voucher di dana g masuk. Akhirnya brli dikonter, kecewa.",NEGATIVE
Mbah Jampang,5,2024-01-26 06:16:55,sangat membantu,POSITIVE
Mazyop 45,1,2024-01-26 06:15:57,Banyak gangguan skrng dana bikin enek,NEGATIVE
Tain Dominic,1,2024-01-26 06:15:25,Gk jls ke benyak an verifikasi kek taik mending hps aja apk kayak gini,NEUTRAL
Kholid Motor,5,2024-01-26 06:15:05,kerja bagus,POSITIVE
Dewi masito Kurnia,1,2024-01-26 06:12:02,Kenapa nggak bisa ngirim ke teman ya. Mohon dong admin perbaiki,NEGATIVE
Rina Mariati,5,2024-01-26 06:11:57,Oķ,NEGATIVE
Jenal Arifin,5,2024-01-26 06:06:34,dana luarbiasa,NEGATIVE
Tinah Sutinah,4,2024-01-26 06:00:42,sangat membantu banget terimakasih,POSITIVE
Raja Suntik,5,2024-01-26 05:58:52,good,NEGATIVE
Amirullah ullah,5,2024-01-26 05:58:39,sangat mendukun,POSITIVE
Annisa Auliah,2,2024-01-26 05:58:25,Dana saya sudah premium tapi saya tidak bisa transfer ke bank dan ke dana teman saya jadi uang saya tidak bisa diambil solusinya gimana yaa uang saya hangus dong tidak bisa diambil,NEGATIVE
Edi cell Cell,5,2024-01-26 05:57:55,ok,NEGATIVE
Renfo Bae,5,2024-01-26 05:56:35,mantap,POSITIVE
Aleta Casandra,1,2024-01-26 05:56:31,Di coba dulu,NEUTRAL
Cecep. Kurnia,5,2024-01-26 05:55:24,Dengan dana kmi transaksi,NEUTRAL
Rival Rivai,1,2024-01-26 05:54:29,Saranin gausah download aplikasi receh ini keamanan rendah uang saya abis tiba tiba kena hack mending ga usah saya saranin jangan download harusnya keamanan terjamin kalo buat uang,NEGATIVE
Muhammad Ali,5,2024-01-26 05:53:13,sangat membantu,POSITIVE
Rina Anggraeni,1,2024-01-26 05:52:50,Sangat kecewa login terus😡😡😡,NEGATIVE
agus susanto,3,2024-01-26 05:51:26,"Hy admin dana, Kenapa kok banyak ulasan ratting 1 ? Jawaban ya Kalian harus perbaiki kualitas kelancaran aplikasi, dan ke amanannya, Karena dengar dengar kabar nya Dana sekrg mudah gampang di bobol org lain,🙏",NEGATIVE
Pudji Artha Prama Yudha,5,2024-01-26 05:48:59,"E-Wallet terbaik menurut saya, gak ribet",POSITIVE
Dewa Kamajaya,5,2024-01-26 05:47:27,pelayanan bagus,POSITIVE
Agus Supiyan,4,2024-01-26 05:47:05,mantap puas banget,POSITIVE
Sepuluh Ribuw,5,2024-01-26 05:45:54,manatap,POSITIVE
Ika Ika,4,2024-01-26 05:45:17,Sejauh ini tidak banyak kendala .. terus tingkatkan lg ya,NEUTRAL
Ruben32 Ruben32,4,2024-01-26 05:43:45,dana sngat bgus,NEGATIVE
Andri Arianto,1,2024-01-26 05:39:16,Aplikasi nggk bermutu,POSITIVE
Agung priana,5,2024-01-26 05:37:26,Bagus,POSITIVE
Jalak Kebo,4,2024-01-26 05:36:32,Mau coba dulu ..Bagus apa Ngga ..,POSITIVE
Zainal Abidin Abidin,5,2024-01-26 05:32:50,terbaik,POSITIVE
Laurensius tegar Setyo,1,2024-01-26 05:32:26,"Ini gimana min saya mau buka dana ko ngak bisa , tolong diperbaiki dong masa ngak bisa ngasih kenyamanan buat penggunanya Respon ge min gimana sih banyak kendalanya mulu",NEGATIVE
Arif Hidayat,5,2024-01-26 05:29:28,mantap kali,POSITIVE
Ng Lina,5,2024-01-26 05:27:27,good,NEGATIVE
Kakang Prabu,5,2024-01-26 05:26:09,bagus dan mudah dimn pun BS transaksi,POSITIVE
Jofrie Ibrahim,1,2024-01-26 05:26:08,APLIKASI GAJELAS!! BIKIN ORANG KESULITAN SAAT BER TRANSAKSI SEMOGA BANGKRUT,NEUTRAL
Dobi R,1,2024-01-26 05:22:31,Dana GK jelas udh login GK salah password masih GK bsa masuk,NEUTRAL
Patikawa_88,5,2024-01-26 05:20:51,👍👍👍👍👍👍👍,NEUTRAL
indra bagus,3,2024-01-26 05:20:42,"knpa gk bisa log in dana gk dpat verivikasi w.a atw sms sudah hpus cache ,restat hp,upgred dana ? apa msalahnya",NEUTRAL
Reno Purnomo,5,2024-01-26 05:20:02,Baguus sngt membantu,POSITIVE
Aska Alvaro,5,2024-01-26 05:18:17,semangat,POSITIVE
Jaelani Darsono,5,2024-01-26 05:17:59,ok,NEGATIVE
Nasi Baru,5,2024-01-26 05:17:40,dana aplikasi terdepan,POSITIVE
Bersama Kita,1,2024-01-26 05:17:34,Lagi ada masalah apa yahhh aku ngisi shopee pay apke dana nggk masukk,NEUTRAL
Handi Restu,5,2024-01-26 05:16:11,pokonya pake dana ga pake ribet,NEGATIVE
Teo Syah putra,5,2024-01-26 05:14:31,bagus,POSITIVE
M Hengky ramdon Ramdon,1,2024-01-26 05:13:48,Berapa kali login tidak bisa masuk .. bahaya,NEGATIVE
Rustam Ok ok,5,2024-01-26 05:12:22,mantap,POSITIVE
Idondinata:3,5,2024-01-26 05:07:15,so nice,NEUTRAL
bromo Harta,5,2024-01-26 05:05:06,sangat membantu dan berguna,POSITIVE
Mas Addy,3,2024-01-26 05:04:05,coba dulu oke,NEGATIVE
Kang Mas,1,2024-01-26 05:03:52,"Taik nya ini Gabisa login dri kemarin, selalu jaringan bermasalah Padahal jaringan bagus"" aja",NEUTRAL
Nyimas Nungsupriatna,5,2024-01-26 05:03:30,menjadi sangat mudah ngerim uang dan aman,POSITIVE
Nurdianto Dua,5,2024-01-26 05:03:09,apk dana emang membantu,POSITIVE
Hoki Hoki,5,2024-01-26 05:02:04,baik,POSITIVE
Yustina Yosi,5,2024-01-26 05:01:52,Mantap,POSITIVE
Septi Ana,5,2024-01-26 05:00:17,terima kasih,POSITIVE
Putra Aji,1,2024-01-26 05:00:03,Saya ingin proses instal,NEUTRAL
Asal Bahagia,5,2024-01-26 04:58:09,Bagus,POSITIVE
Uya Kuya,5,2024-01-26 04:56:10,ok bngtt,NEGATIVE
Naim Yusuf,1,2024-01-26 04:54:29,Masih banyak yg harus di perbaiki..,NEUTRAL
Pebri Ansa,1,2024-01-26 04:53:55,"Uda berapa kali upgrade ke premium tapi gagal Mulu, gimana sih biar berhasil. Aplikasih teh ngebug Mulu, coba dong di perbaiki. Saldo saya di Dana gak bisa di apa2in ini",NEGATIVE
Hanif Haqi,5,2024-01-26 04:52:35,"dana, oke banget",POSITIVE
Dikabae Setiawan,5,2024-01-26 04:50:39,Bisa menyimpan banyak uang,POSITIVE
Riski Mulyana,5,2024-01-26 04:49:09,topmarkotop,POSITIVE
Muhamad Sidik,3,2024-01-26 04:48:16,Sangat kecewa saya ... Saldo transaksi sendiri tanpa sepengetahuan saya .,NEGATIVE
Agus Magalena,5,2024-01-26 04:47:25,ok,NEGATIVE
Akucok 26,5,2024-01-26 04:46:01,oke lah,POSITIVE
Hendra Alif,5,2024-01-26 04:44:51,"mantafff,,,",NEUTRAL
Arip Rahman,1,2024-01-26 04:42:43,"Niat instal lagi malah gak bisa masuk.. Harus verifikasi akun.. Udah tau instal ulang, brarti udah gak login di akun sebelumnya.. Makin sini maki gak jelas nih dana",NEGATIVE
Tina Silalahi,5,2024-01-26 04:39:48,Semoga semakin mudah untuk di oprasikan trimakasih dana 🙏🥰,NEUTRAL
Anis Andi,5,2024-01-26 04:39:25,sgt puas dn sgt membantu SE x kn memudah kan untuk transaksi dn untuk tpi jgn sllu hrs di update,POSITIVE
Abang Abang,5,2024-01-26 04:38:23,Hebat,POSITIVE
DANI RAMDANI,1,2024-01-26 04:37:49,"Saldo dana saya sering hilang tanpa sebab, mohon ditambah lagi untuk keamanan.nya Tiap saya isi saldo pasti selalu saja hilang. Padahal saya tidak pernah berlangganan apapun",NEGATIVE
Enjang Ahmad,5,2024-01-26 04:36:50,kak gimna buka pitur dana pay laterr,NEUTRAL
Nurhaliza Pudant,5,2024-01-26 04:36:14,"memudahkan saya untuk melakukan pembayaran tanpa harus keluar rumah, semua sangat mudah pakai DANA.. 👍👍",POSITIVE
Adlan Khairan,1,2024-01-26 04:35:34,"Saya kemaren top up dana pas buka kemaren saldo ga bertambah dicoba klik kirim malah internet bermasalah, udah pake wifi masih juga... Kenapa banyak kendala kayak gini... Merasa ga nyaman banget ...gimana solusi dari pihak dana",NEGATIVE
Andi Ramadani,5,2024-01-26 04:34:58,cept dn tepat,POSITIVE
Nur Janah,5,2024-01-26 04:34:24,mantull,POSITIVE
Pino Adijaya,5,2024-01-26 04:32:53,good,NEGATIVE
Vivo Lama,5,2024-01-26 04:32:18,Tolong data saya dihapus semua mengenai pinjaman dana saldo karena sya tidak menerima pinjaman tersebut,NEUTRAL
Puput Putri,1,2024-01-26 04:32:11,Mau narik saldo di persulit,NEGATIVE
Sluman Slumun Slamet,4,2024-01-26 04:32:01,"Aplikasi ini sangat membantu dan berguna untuk aktifitas keuangan sehari-hari. Dari segi antarmuka sangat bagus , namun ada sedikit fitur yg harus selalu di optimalkan ,yaitu keamanan transaksi dan dan kinerja aplikasi agar ringan di operasikan di berbagai perangkat",POSITIVE
Novanda Armadika,1,2024-01-26 04:31:46,Lemot kek siput,NEGATIVE
Cak Ady,5,2024-01-26 04:25:44,mantap,POSITIVE
Rika Haura,1,2024-01-26 04:24:10,Aplikasi yang sangat bagus,POSITIVE
Arini Azkha,4,2024-01-26 04:23:15,🤗🤗🤗,NEUTRAL
Adi Supriadi,1,2024-01-26 04:21:12,Berhasil di download.tapi pas menginstal gagal terus.dg alasan tdk bisa menginstal.udah coba lebih dari 20X.padahal semua normal.ampe hp di restar ulang,NEGATIVE
Rahman,5,2024-01-26 04:20:21,mantap,POSITIVE
anak ragil,1,2024-01-26 04:19:35,Saya tidak bisa login,NEGATIVE
Zulfan Zul,1,2024-01-26 04:18:25,Terlalu ribet aplikasinya bikin kesel yg ada,NEGATIVE
Jayusdin tapo Yusdin,5,2024-01-26 04:17:33,Puas bangeet,NEGATIVE
Endah Sri hastuti,4,2024-01-26 04:15:10,sangat membantu,POSITIVE
Apex kepA,4,2024-01-26 04:13:13,tapi saya pernah ditipu ..sama oknum salah saya menginformasikan no. otp,NEGATIVE
Heni Roheni,5,2024-01-26 04:12:59,"proses cepat ,,,",NEUTRAL
Alvian Nur Abid,1,2024-01-26 04:11:41,Saya selalu gagal mengupgrade dana saya menjadi premium,POSITIVE
Jalalludin Rumi,1,2024-01-26 04:10:59,Tidak bisa upgrade,NEGATIVE
Syarif Nasution,5,2024-01-26 04:10:22,ok,NEGATIVE
Purwati Azza,4,2024-01-26 04:10:06,ok bngt,NEGATIVE
Anime Update,1,2024-01-26 04:07:40,Kembalikam saldo saya min,NEUTRAL
Marzual Al,4,2024-01-26 04:07:11,sayang sekali dana paylester nya gak ada,NEGATIVE
Ratih Susanti,1,2024-01-26 04:06:40,"Ada apa dengan kmu dana, ya allah cape ga bisa login, anjir app bosok",NEGATIVE
Smart Master,5,2024-01-26 04:05:48,ya saya puas,POSITIVE
Akhmad Sugiyanto,5,2024-01-26 04:05:25,terima kasih telah membantu semoga selalu mendapat kebahagiaan di dunia dan di akhirat nanti amin🙏🙏🙏,POSITIVE
Satria Narendra,1,2024-01-26 04:05:15,APK dana skrg sangat buruk dn sangat mngecewakn. Uang masuk lancar tp buat transfer dn beli pulsa gk bisa.slalu koneksi terputus pdhl wifi dn data seluler dipakai semua. Mngajukan keluhan yg jwb semua sistim robot. Klu gk segera di perbaiki mngkin apk ini akan di blokir oleh KOMINFO dn pihak playstore. Krn sgt mngecewakn pelanggan. Trimakasih,NEGATIVE
Nanang Kurniawan,1,2024-01-26 04:03:22,"Ada flash sale, baru terjual 35%, di klik beli, keterangan habis, kembali ke halaman sebelumnya, di cek baru terjual 55%, di klik beli, keterangan habis, balik ke 3x, keterangan terjual 100%, bagus lah pokoknya",POSITIVE
Nopal Nopal,1,2024-01-26 04:03:17,Gajenih,NEGATIVE
aldo firdaus,1,2024-01-26 04:03:15,"Tidak bisa login, verifikasi juga tidak bisa, kacau dana dana!!!!",NEGATIVE
Rizwan Iwank,1,2024-01-26 04:02:50,Burukkkk,NEGATIVE
Riski Saputra,5,2024-01-26 03:59:40,dana sangat bagus dengan pembayaran ny,POSITIVE
Ari Rohmah,5,2024-01-26 03:52:52,sangat membantu,POSITIVE
Yoel Gian,5,2024-01-26 03:52:09,sangat mantap dan mempermudah semua pembayaran,POSITIVE
ahmad amir,1,2024-01-26 03:51:13,"Terlalu ribet mau login ke hp satunya., GK RECOMMENDED BANGETTT",NEGATIVE
Regi Faturohman,5,2024-01-26 03:50:58,dana emang terbaik,POSITIVE
Agus Kusworo,5,2024-01-26 03:50:33,Sangat bagus,POSITIVE
Liza Meri Oktavia,5,2024-01-26 03:49:49,Dana sangat baik dalam menyimpan uang,POSITIVE
Rully Rama Wijaya,1,2024-01-26 03:49:09,"Hari ini 23-01-2024, kirim dana ke kakak via nmr tlp, nmr tlpnya bener tp dana nya ga masuk2 sampai skrg ke nmr tujuan, sudah lapor jg via chat DIANA, lg diproses tp knp sampai skrg belum terealisasi. Tolong selesaikan. Bertahun-tahun saya pake Dana bukan aplikasi lain, br kali ini dana ga masuk ke nmr tujuan. Tolong Dana bertanggungjawab. Terima kasih.",NEGATIVE
Morinda Kepahiang,1,2024-01-26 03:47:19,Tolong dong agen di perbaiki aplikasi dananya🙏,NEGATIVE
Toni Aulia,5,2024-01-26 03:47:11,saya sangat puas,POSITIVE
Hendrik.s Hendrik,5,2024-01-26 03:44:49,trimakasihh,POSITIVE
Jabar Sopiyan,5,2024-01-26 03:40:23,sangat bermanfaat dan saya seneng sekali ada aplikasi DANA,POSITIVE
Adv Nurul Hidayatullah SH,5,2024-01-26 03:34:16,okey,NEGATIVE
Tarwud Tarwid,5,2024-01-26 03:34:03,Ko nga bisa di buka yh,NEUTRAL
Agiel Ramadhan,5,2024-01-26 03:32:26,Susah upgrade,NEGATIVE
Yahya Noviar,5,2024-01-26 03:31:00,sangat membantu,POSITIVE
Mariam Hanna,5,2024-01-26 03:29:38,lebih mudah dalam bertransaksi,POSITIVE
Ivha Vha16,5,2024-01-26 03:29:28,Saldo saya hilang secara tiba2,NEUTRAL
robby razabby,5,2024-01-26 03:26:45,good,NEGATIVE
Fahrizal Rizal,5,2024-01-26 03:26:21,mantap,POSITIVE
Heru Herlambang,3,2024-01-26 03:25:18,oke,POSITIVE
Joe Anto,5,2024-01-26 03:22:00,puas,POSITIVE
M Aditiyacahya 789,2,2024-01-26 03:20:49,Kak.knp diupgred selalu gagal.pdahal jaringan oke.mohon diprbaiki Trmksih,NEGATIVE
Sunar Di,1,2024-01-26 03:16:53,"Makin susah pun dibikin dana ini,orang mau masuk pake nohp tapi ada aja yg kau minta...klw nonya udh gak pake gimna mau dapatkan kode yang kau mau DANA",NEGATIVE
Ria andrea Amar,5,2024-01-26 03:15:01,bagus,POSITIVE
Alfi Sahri,5,2024-01-26 03:13:15,Bagus bangat pembayaran cepat,POSITIVE
Fitri Ramadhani,5,2024-01-26 03:12:39,mantap👍🏻,POSITIVE
Faiz Muhamad,5,2024-01-26 03:09:45,ok,NEGATIVE
Maria Sarita,2,2024-01-26 03:09:43,"k ini dana care knp sm skali tdk mmbntu ya, saya sdah bkin laporan pncabutan akun dana premium, krna saya mau pakai no lain untuk di daftarkan akun premium, uang saya tertahan di no 1 nya krna gak bisa di pakai kndla blm premium, sdngkn 1 ktp 1 akun, tlong dong bntuannya gmna",NEGATIVE
Yordan AL,3,2024-01-26 03:07:16,Riwayat transaksi error >ud bner<,NEUTRAL
Dalisman Man,5,2024-01-26 03:07:15,sangat baik sekali,POSITIVE
texas blue,1,2024-01-26 03:06:40,"Saya top up dana tapi tidak masuk, bukti pengiriman sukses 😌, apakah harus di lapor kalau ini sebagian dari penggelapan dana?",NEGATIVE
Affan Bahrul,5,2024-01-26 03:04:18,bagus,POSITIVE
Azzahidi Akbar,5,2024-01-26 03:02:37,Ok,POSITIVE
Citra Borneo,5,2024-01-26 03:01:00,bagus,POSITIVE
Fercho Ysvansyah,1,2024-01-26 03:00:01,kenapa saldo saya kepotong otomatis tanpa persetujuan dari saya dari riwayat buat beli coin di tiktok tapi knpa coin tiktok juga gak nambah tolong ini udah cyber crime namanya,NEGATIVE
Abdul Rojak,5,2024-01-26 02:58:06,Bisa cepat dan simple,POSITIVE
Supri Yadi,5,2024-01-26 02:56:29,sangat mantap boskuu,POSITIVE
Ahmad Faisal Fitriyadi,5,2024-01-26 02:56:23,mantab dan cepat,POSITIVE
Shena Wati,5,2024-01-26 02:54:22,baik,POSITIVE
Ellirahman Hakim,1,2024-01-26 02:54:11,"Hati hati kawan dana lagi sekongkol dgn perampok, uang saya pun hilang, team dana tidak bisa menyelesaikan nya",NEGATIVE
Dini Apriyani,1,2024-01-26 02:51:13,"Saya isi shopeepay 628000 tapi tidak masuk, gimana biar dibalikin uangnya",NEGATIVE
Ujib Suparman,5,2024-01-26 02:49:07,sangat bagus,POSITIVE
Ika Aprilia,1,2024-01-26 02:48:58,Gajelas DANA klik link Daget aja sering mengalami kendala! Chat CS juga ga ada solusi sama sekali!!!,NEGATIVE
Alpin Malik,5,2024-01-26 02:48:35,bgus,NEGATIVE
Koes Nadi,5,2024-01-26 02:42:07,puas dengan dana,POSITIVE
yudi ketua,5,2024-01-26 02:39:00,ok,NEGATIVE
Kusmawati Wati,5,2024-01-26 02:38:30,keren jaya trus untuk DANA,POSITIVE
Dwi Prastyo,5,2024-01-26 02:34:56,bagus,POSITIVE
dina SN,1,2024-01-26 02:32:35,duit sya hilang di dana kenapa gk di tindak lanjuti,NEUTRAL
Ina Rohman,5,2024-01-26 02:32:24,ok aplikasi nya,NEGATIVE
Yetikari Yanti,5,2024-01-26 02:31:29,sungguh sangat membantu,POSITIVE
Chaisar Bintang,1,2024-01-26 02:28:27,Plis gw transfer ke tmen notifikasi nya transaksi berhasil tapi di dia ga masuk saldo nya and tmn gw transfer ke gw juga udh berhasil tapi saldo tidak bertambah tolong dong segera di tindak,NEGATIVE
Ardan Ardhy,5,2024-01-26 02:26:45,Asik tapi kalau saldo banyak jangan lah,NEGATIVE
Muzakky Rahmat,1,2024-01-26 02:26:31,"buset pertama kali gua make ini aplikasi karena kawan mau ngirim duit, duit nya udah masuk ke apk eh duitnya GK bisa di ambil daftar premium di persulit, nunggu udah seminggu tapi masih GK ada kabar, giliran di chat ke bantuan jawabannya, maaf ini bukan live chat, konnnntoollllllll",NEGATIVE
Wedang Jahe,1,2024-01-26 02:25:12,Makin kesini makin gk jelas costumer servis nya itu akun saya asli kok terindikasi bukan pemilik akun di tlpn sampai habis 30rb gk ada kejelasan katanya gmail dikirim tapi gk ada gmail masuk asli parah saldo 450 lenyap,NEGATIVE
Roni Diharja,5,2024-01-26 02:22:37,manatap,POSITIVE
Volland Humanggio,5,2024-01-26 02:21:11,Cara ngunci akun dana gimana kk?,NEUTRAL
Rima Diana,1,2024-01-26 02:20:06,"Kadung ngisi 500 di TF ke bank ga bisa , ngisi token listrik ga bisa, ngisi pulsa ga bisa internet di rumah lancar kenapa apk dana loading sendiri",NEUTRAL
Eno Harsono,1,2024-01-26 02:16:53,"Saya pengguna Dana member Premium, awalnya sy sangat senang menggunakan apk ini, bahkan mnjadi alternatif pertama jika Mbanking sy brmasalah, tp 2 hari yg lalu akun dana saya diretas org yg tdk dikenal, semua saldo sy hilang, sy berkali2 chat dgn Diana bahkan call customer carenya, tp tdk ada solusinya, bukan mengembalikan saldo sy, malah beranggapan itu salah saya. Hilang sdh saldo dana saya, pdhal iklannya bgus. Kawan2 yg msih pkai Akun Dana, hrus Lbih hati2 atau pindah saja ke ewalet yg lain.",NEGATIVE
Mfc Idor,5,2024-01-26 02:16:07,sangat puas,POSITIVE
Balqis Firyal Camilia,5,2024-01-26 02:15:45,bagus,POSITIVE
Syaiful Ipul,5,2024-01-26 02:12:35,TOP BGT,NEUTRAL
Acrew Bachdim,1,2024-01-26 02:12:29,Jaringan bermasalah terus mau log in jaringan bermasalah pdhl sinyal kuat,NEUTRAL
