full_text,lowercase,normalized,tokens,no_stopword,stemmed,data_clean
Today s OpenAI DevDay Event Launch partners for the new ChatGPT app which directly integrates features with major brands $BKNG named as one of the partners empowering seamless reservations purchases and queries within ChatGPT,today s openai devday event launch partners for the new chatgpt app which directly integrates features with major brands $bkng named as one of the partners empowering seamless reservations purchases and queries within chatgpt,today s openai devday event launch partners for the new chatgpt app which directly integrates features with major brands bkng named as one of the partners empowering seamless reservations purchases and queries within chatgpt,"['today', 's', 'openai', 'devday', 'event', 'launch', 'partners', 'for', 'the', 'new', 'chatgpt', 'app', 'which', 'directly', 'integrates', 'features', 'with', 'major', 'brands', 'bkng', 'named', 'as', 'one', 'of', 'the', 'partners', 'empowering', 'seamless', 'reservations', 'purchases', 'and', 'queries', 'within', 'chatgpt']","['today', 'openai', 'devday', 'event', 'launch', 'partners', 'new', 'chatgpt', 'app', 'directly', 'integrates', 'features', 'major', 'brands', 'bkng', 'named', 'one', 'partners', 'empowering', 'seamless', 'reservations', 'purchases', 'queries', 'within', 'chatgpt']","['today', 'opena', 'devday', 'event', 'launch', 'partners', 'new', 'chatgpt', 'app', 'directly', 'integrates', 'features', 'major', 'brands', 'bkng', 'named', 'one', 'partners', 'empowering', 'seamless', 'reservations', 'purchases', 'queries', 'within', 'chatgpt']",today opena devday event launch partners new chatgpt app directly integrates features major brands bkng named one partners empowering seamless reservations purchases queries within chatgpt
This @OpenAI devday is massive. I'm not a sycophant and use many different foundation model providers - but the tools they launched and the integration between them is massive. Huge unlock for builders.,this @openai devday is massive. i'm not a sycophant and use many different foundation model providers - but the tools they launched and the integration between them is massive. huge unlock for builders.,this devday is massive im not a sycophant and use many different foundation model providers but the tools they launched and the integration between them is massive huge unlock for builders,"['this', 'devday', 'is', 'massive', 'im', 'not', 'a', 'sycophant', 'and', 'use', 'many', 'different', 'foundation', 'model', 'providers', 'but', 'the', 'tools', 'they', 'launched', 'and', 'the', 'integration', 'between', 'them', 'is', 'massive', 'huge', 'unlock', 'for', 'builders']","['devday', 'massive', 'sycophant', 'use', 'many', 'different', 'foundation', 'model', 'providers', 'tools', 'launched', 'integration', 'massive', 'huge', 'unlock', 'builders']","['devday', 'massive', 'sycophant', 'use', 'many', 'different', 'foundation', 'model', 'providers', 'tools', 'launched', 'integration', 'massive', 'huge', 'unlock', 'builders']",devday massive sycophant use many different foundation model providers tools launched integration massive huge unlock builders
I've been watching some of OpenAI DevDay and the grocery store managerial agent is an incremental step towards an AI-planned economy. Surreal to see that example as such a mundane thing.,i've been watching some of openai devday and the grocery store managerial agent is an incremental step towards an ai-planned economy. surreal to see that example as such a mundane thing.,ive been watching some of openai devday and the grocery store managerial agent is an incremental step towards an aiplanned economy surreal to see that example as such a mundane thing,"['ive', 'been', 'watching', 'some', 'of', 'openai', 'devday', 'and', 'the', 'grocery', 'store', 'managerial', 'agent', 'is', 'an', 'incremental', 'step', 'towards', 'an', 'aiplanned', 'economy', 'surreal', 'to', 'see', 'that', 'example', 'as', 'such', 'a', 'mundane', 'thing']","['ive', 'watching', 'openai', 'devday', 'grocery', 'store', 'managerial', 'agent', 'incremental', 'step', 'towards', 'aiplanned', 'economy', 'surreal', 'see', 'example', 'mundane', 'thing']","['ive', 'watching', 'opena', 'devday', 'grocery', 'store', 'managerial', 'agent', 'incremental', 'step', 'towards', 'aiplanned', 'economy', 'surreal', 'see', 'example', 'mundane', 'thing']",ive watching opena devday grocery store managerial agent incremental step towards aiplanned economy surreal see example mundane thing
The magician @romainhuet just live coded the venue s light system with Codex at @OpenAI Devday not a single line of code written by hand Great nerve wrenching live demo! https://t.co/Xx34TPT54e,the magician @romainhuet just live coded the venue s light system with codex at @openai devday not a single line of code written by hand great nerve wrenching live demo! https://t.co/xx34tpt54e,the magician just live coded the venue s light system with codex at devday not a single line of code written by hand great nerve wrenching live demo,"['the', 'magician', 'just', 'live', 'coded', 'the', 'venue', 's', 'light', 'system', 'with', 'codex', 'at', 'devday', 'not', 'a', 'single', 'line', 'of', 'code', 'written', 'by', 'hand', 'great', 'nerve', 'wrenching', 'live', 'demo']","['magician', 'live', 'coded', 'venue', 'light', 'system', 'codex', 'devday', 'single', 'line', 'code', 'written', 'hand', 'great', 'nerve', 'wrenching', 'live', 'demo']","['magici', 'live', 'coded', 'venue', 'light', 'system', 'codex', 'devday', 'single', 'line', 'code', 'written', 'hand', 'great', 'nerve', 'wrenching', 'live', 'demo']",magici live coded venue light system codex devday single line code written hand great nerve wrenching live demo
Watching the OpenAI DevDay updates and all I have to say is Africa needs to wake up right now. Minerals are becoming more valuable. African minerals run global tech. Wake up South Africa the looting must stop,watching the openai devday updates and all i have to say is africa needs to wake up right now. minerals are becoming more valuable. african minerals run global tech. wake up south africa the looting must stop,watching the openai devday updates and all i have to say is africa needs to wake up right now minerals are becoming more valuable african minerals run global tech wake up south africa the looting must stop,"['watching', 'the', 'openai', 'devday', 'updates', 'and', 'all', 'i', 'have', 'to', 'say', 'is', 'africa', 'needs', 'to', 'wake', 'up', 'right', 'now', 'minerals', 'are', 'becoming', 'more', 'valuable', 'african', 'minerals', 'run', 'global', 'tech', 'wake', 'up', 'south', 'africa', 'the', 'looting', 'must', 'stop']","['watching', 'openai', 'devday', 'updates', 'say', 'africa', 'needs', 'wake', 'right', 'minerals', 'becoming', 'valuable', 'african', 'minerals', 'run', 'global', 'tech', 'wake', 'south', 'africa', 'looting', 'must', 'stop']","['watching', 'opena', 'devday', 'updates', 'say', 'africa', 'needs', 'wake', 'right', 'minerals', 'becoming', 'valuable', 'afric', 'minerals', 'run', 'global', 'tech', 'wake', 'south', 'africa', 'looting', 'must', 'stop']",watching opena devday updates say africa needs wake right minerals becoming valuable afric minerals run global tech wake south africa looting must stop
🆕 OpenAI DevDay[2025] - Sora 2 in the API rolls out today as preview (not generally available yet) https://t.co/Mrvwgrp43y,🆕 openai devday[2025] - sora 2 in the api rolls out today as preview (not generally available yet) https://t.co/mrvwgrp43y,openai devday sora in the api rolls out today as preview not generally available yet,"['openai', 'devday', 'sora', 'in', 'the', 'api', 'rolls', 'out', 'today', 'as', 'preview', 'not', 'generally', 'available', 'yet']","['openai', 'devday', 'sora', 'api', 'rolls', 'today', 'preview', 'generally', 'available', 'yet']","['opena', 'devday', 'sora', 'api', 'rolls', 'today', 'preview', 'generally', 'available', 'yet']",opena devday sora api rolls today preview generally available yet
Sora2 available via API! Let's f'ing Go! @openAI #devDay #Sora2 https://t.co/dsvnKCubAS,sora2 available via api! let's f'ing go! @openai #devday #sora2 https://t.co/dsvnkcubas,sora available via api lets fing go,"['sora', 'available', 'via', 'api', 'lets', 'fing', 'go']","['sora', 'available', 'via', 'api', 'lets', 'fing']","['sora', 'available', 'via', 'api', 'lets', 'fing']",sora available via api lets fing
How many startups or even industries are going to be wiped out with this #DevDay @OpenAI #OpenAI_DevDay ?,how many startups or even industries are going to be wiped out with this #devday @openai #openai_devday ?,how many startups or even industries are going to be wiped out with this,"['how', 'many', 'startups', 'or', 'even', 'industries', 'are', 'going', 'to', 'be', 'wiped', 'out', 'with', 'this']","['many', 'startups', 'even', 'industries', 'going', 'wiped']","['many', 'startups', 'even', 'industries', 'going', 'wiped']",many startups even industries going wiped
Oh I get it it's like using LLMs as unstructured output to talk to APIs with structured input and back and forth. Cool! Regarding OpenAI DevDay 2025,oh i get it it's like using llms as unstructured output to talk to apis with structured input and back and forth. cool! regarding openai devday 2025,oh i get it its like using llms as unstructured output to talk to apis with structured input and back and forth cool regarding openai devday,"['oh', 'i', 'get', 'it', 'its', 'like', 'using', 'llms', 'as', 'unstructured', 'output', 'to', 'talk', 'to', 'apis', 'with', 'structured', 'input', 'and', 'back', 'and', 'forth', 'cool', 'regarding', 'openai', 'devday']","['get', 'like', 'using', 'llms', 'unstructured', 'output', 'talk', 'apis', 'structured', 'input', 'back', 'forth', 'cool', 'regarding', 'openai', 'devday']","['get', 'like', 'using', 'llms', 'unstructured', 'output', 'talk', 'apis', 'structured', 'input', 'back', 'forth', 'cool', 'regarding', 'opena', 'devday']",get like using llms unstructured output talk apis structured input back forth cool regarding opena devday
OpenAI DevDay Presenter: Codex can you flash the lights towards the audience? Sam Altman behind the stage: https://t.co/Ca8Oofe8lR,openai devday presenter: codex can you flash the lights towards the audience? sam altman behind the stage: https://t.co/ca8oofe8lr,openai devday presenter codex can you flash the lights towards the audience sam altman behind the stage,"['openai', 'devday', 'presenter', 'codex', 'can', 'you', 'flash', 'the', 'lights', 'towards', 'the', 'audience', 'sam', 'altman', 'behind', 'the', 'stage']","['openai', 'devday', 'presenter', 'codex', 'flash', 'lights', 'towards', 'audience', 'sam', 'altman', 'behind', 'stage']","['opena', 'devday', 'presenter', 'codex', 'flash', 'lights', 'towards', 'audience', 'sam', 'altm', 'behind', 'stage']",opena devday presenter codex flash lights towards audience sam altm behind stage
🆕 OpenAI DevDay[2025] - GPT 5 Pro in API rolls out today https://t.co/MK2ALdPm9n,🆕 openai devday[2025] - gpt 5 pro in api rolls out today https://t.co/mk2aldpm9n,openai devday gpt pro in api rolls out today,"['openai', 'devday', 'gpt', 'pro', 'in', 'api', 'rolls', 'out', 'today']","['openai', 'devday', 'gpt', 'pro', 'api', 'rolls', 'today']","['opena', 'devday', 'gpt', 'pro', 'api', 'rolls', 'today']",opena devday gpt pro api rolls today
Demo god almost messed up that demo by Ramon #OpenAI_DevDay,demo god almost messed up that demo by ramon #openai_devday,demo god almost messed up that demo by ramon,"['demo', 'god', 'almost', 'messed', 'up', 'that', 'demo', 'by', 'ramon']","['demo', 'god', 'almost', 'messed', 'demo', 'ramon']","['demo', 'god', 'almost', 'messed', 'demo', 'ramon']",demo god almost messed demo ramon
And definitely no budget left for the movie end screen makers either after OpenAI DevDay https://t.co/PwoDSTccWs,and definitely no budget left for the movie end screen makers either after openai devday https://t.co/pwodstccws,and definitely no budget left for the movie end screen makers either after openai devday,"['and', 'definitely', 'no', 'budget', 'left', 'for', 'the', 'movie', 'end', 'screen', 'makers', 'either', 'after', 'openai', 'devday']","['definitely', 'budget', 'left', 'movie', 'end', 'screen', 'makers', 'either', 'openai', 'devday']","['definitely', 'budget', 'left', 'movie', 'end', 'screen', 'makers', 'either', 'opena', 'devday']",definitely budget left movie end screen makers either opena devday
GPT5 PRO IN THE API! DevDay rocks regardless of everything else,gpt5 pro in the api! devday rocks regardless of everything else,gpt pro in the api devday rocks regardless of everything else,"['gpt', 'pro', 'in', 'the', 'api', 'devday', 'rocks', 'regardless', 'of', 'everything', 'else']","['gpt', 'pro', 'api', 'devday', 'rocks', 'regardless', 'everything', 'else']","['gpt', 'pro', 'api', 'devday', 'rocks', 'regardless', 'everything', 'else']",gpt pro api devday rocks regardless everything else
@JackEllis Use Codex. Just mind-blowing today if you watch what's happening at OpenAI DevDay!,@jackellis use codex. just mind-blowing today if you watch what's happening at openai devday!,use codex just mindblowing today if you watch whats happening at openai devday,"['use', 'codex', 'just', 'mindblowing', 'today', 'if', 'you', 'watch', 'whats', 'happening', 'at', 'openai', 'devday']","['use', 'codex', 'mindblowing', 'today', 'watch', 'whats', 'happening', 'openai', 'devday']","['use', 'codex', 'mindblowing', 'today', 'watch', 'whats', 'happening', 'opena', 'devday']",use codex mindblowing today watch whats happening opena devday
Livestreaming OpenAI s DevDay and taking notes on FROGE 101 and yes as you can see on the stream: Froge mascot OpenAI. ,livestreaming openai s devday and taking notes on froge 101 and yes as you can see on the stream: froge mascot openai. ,livestreaming openai s devday and taking notes on froge and yes as you can see on the stream froge mascot openai,"['livestreaming', 'openai', 's', 'devday', 'and', 'taking', 'notes', 'on', 'froge', 'and', 'yes', 'as', 'you', 'can', 'see', 'on', 'the', 'stream', 'froge', 'mascot', 'openai']","['livestreaming', 'openai', 'devday', 'taking', 'notes', 'froge', 'yes', 'see', 'stream', 'froge', 'mascot', 'openai']","['livestreaming', 'opena', 'devday', 'taking', 'notes', 'froge', 'yes', 'see', 'stream', 'froge', 'mascot', 'opena']",livestreaming opena devday taking notes froge yes see stream froge mascot opena
